ms_zoning,neighborhood,condition_2,overall_qual,roof_matl,mas_vnr_area,exter_qual,bsmt_qual,heating_qc,central_air,electrical,kitchen_qual,totrms_abvgrd,functional,garage_type,garage_finish,garage_area,paved_drive,sale_type,saleprice,age,total_hse_area,total_bathrms
RM,IDOTRR,Norm,6,CompShg,0.0,3,3,Gd,Y,FuseA,Gd,6,Typ,Detchd,Fin,720.0,Y,WD ,141000,67,1935.0,1.0
RL,NridgHt,Norm,9,CompShg,284.0,5,5,Ex,Y,SBrkr,Ex,8,Typ,Attchd,RFn,927.0,Y,ConLI,335000,1,3482.0,3.0
RL,CollgCr,Norm,5,CompShg,0.0,4,4,Ex,Y,SBrkr,TA,5,Typ,Attchd,Unf,308.0,Y,WD ,150000,33,2052.0,2.5
RL,Veenker,Norm,9,WdShngl,0.0,4,5,Gd,Y,SBrkr,Gd,5,Typ,Attchd,Fin,894.0,Y,WD ,385000,25,3684.0,2.5
RL,NAmes,Norm,7,CompShg,176.0,3,3,TA,Y,SBrkr,TA,7,Typ,Attchd,Unf,486.0,Y,WD ,205000,44,2754.0,2.5
RL,CollgCr,Norm,7,CompShg,24.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,632.0,Y,WD ,206000,4,2395.0,3.0
RL,CollgCr,Norm,7,CompShg,106.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,626.0,Y,WD ,179600,3,2844.0,2.0
RL,Edwards,Norm,4,CompShg,0.0,3,2,TA,Y,FuseF,TA,6,Typ,Detchd,Unf,396.0,Y,COD,102000,55,2056.0,1.0
RL,NWAmes,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,Ex,6,Typ,Attchd,RFn,540.0,Y,WD ,175000,31,2252.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,6,Min1,Attchd,Unf,896.0,Y,WD ,159000,50,2399.0,2.0
RL,Edwards,Norm,6,CompShg,84.0,3,3,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,480.0,Y,WD ,135000,32,2254.0,2.0
RL,Edwards,Norm,6,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,7,Typ,Attchd,Unf,325.0,Y,WD ,136900,52,2849.0,2.0
RL,Sawyer,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,288.0,Y,WD ,135000,45,2148.0,1.0
RL,NoRidge,Norm,8,CompShg,673.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,RFn,856.0,Y,WD ,337000,10,3617.0,3.5
RL,NWAmes,Norm,6,CompShg,220.0,3,3,TA,Y,SBrkr,Gd,9,Typ,Attchd,Unf,619.0,Y,WD ,250000,38,3708.0,3.5
RL,NWAmes,Norm,8,CompShg,402.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,RFn,787.0,Y,WD ,306000,12,3576.0,3.5
RL,Edwards,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,None,None,0.0,Y,WD ,179000,22,2400.0,6.0
FV,Somerst,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Detchd,Unf,540.0,Y,WD ,146000,1,2081.0,2.0
RM,IDOTRR,Norm,6,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,7,Typ,Detchd,Unf,720.0,N,WD ,161000,92,3318.0,1.5
RL,NWAmes,Norm,6,CompShg,28.0,3,3,Gd,Y,SBrkr,Gd,6,Typ,Attchd,RFn,480.0,Y,WD ,205000,33,3220.0,3.0
RL,Timber,Norm,7,CompShg,340.0,4,4,Gd,Y,SBrkr,Gd,6,Typ,Attchd,Fin,512.0,Y,WD ,241500,22,2778.0,3.0
RL,Sawyer,Norm,4,CompShg,192.0,3,3,Gd,Y,SBrkr,TA,5,Typ,Attchd,Unf,261.0,Y,WD ,118500,46,2058.0,2.0
RL,ClearCr,Norm,5,CompShg,120.0,3,3,Ex,Y,FuseF,Gd,6,Min2,BuiltIn,Unf,288.0,Y,WD ,130000,48,2414.0,1.5
RM,OldTown,Norm,5,CompShg,279.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,379.0,Y,WD ,130000,67,1880.0,1.0
RL,StoneBr,Norm,10,CompShg,734.0,5,5,Ex,Y,SBrkr,Ex,11,Typ,Attchd,RFn,736.0,Y,New,535000,0,4548.0,3.5
RL,Sawyer,Norm,5,CompShg,60.0,3,3,Gd,Y,SBrkr,TA,6,Typ,Attchd,Unf,252.0,Y,WD ,123000,47,1824.0,1.5
RL,Edwards,Norm,4,CompShg,0.0,3,3,TA,N,SBrkr,TA,6,Typ,None,None,0.0,N,WD ,82000,53,1152.0,2.0
RM,OldTown,Norm,7,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,7,Typ,Detchd,Unf,288.0,Y,WD ,132000,88,2074.0,1.0
RL,OldTown,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,4,Typ,Detchd,Unf,326.0,Y,WD ,108480,85,2146.0,1.0
RL,Sawyer,Norm,5,CompShg,450.0,3,3,TA,Y,SBrkr,TA,7,Typ,Attchd,Unf,512.0,Y,WD ,165000,39,2634.0,2.5
RL,SawyerW,Norm,7,CompShg,170.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,566.0,Y,WD ,181000,1,2947.0,2.0
RL,Sawyer,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,8,Typ,Attchd,Unf,384.0,Y,WD ,165000,48,2326.0,2.0
RL,Mitchel,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,8,Typ,Attchd,Fin,275.0,Y,WD ,161000,41,2343.0,2.0
RL,Somerst,Norm,8,CompShg,60.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,510.0,Y,New,199000,0,3008.0,2.0
RL,Timber,Norm,7,CompShg,44.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,BuiltIn,Fin,510.0,Y,WD ,214900,8,2711.0,3.5
FV,Somerst,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,RFn,584.0,Y,New,198600,0,2556.0,2.0
RL,NoRidge,Norm,8,CompShg,650.0,4,4,Gd,Y,SBrkr,Gd,10,Typ,BuiltIn,Fin,420.0,Y,WD ,258000,8,3404.0,2.5
RL,SawyerW,Norm,7,CompShg,23.0,3,5,Ex,Y,SBrkr,TA,8,Typ,BuiltIn,Fin,820.0,Y,WD ,269500,9,3955.0,7.0
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,403.0,Y,WD ,176000,6,2121.0,2.5
RL,NAmes,Norm,6,CompShg,108.0,3,4,Ex,Y,SBrkr,Gd,7,Min1,Attchd,RFn,309.0,Y,CWD,158000,43,2604.0,2.5
RL,Gilbert,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,BuiltIn,Fin,527.0,Y,WD ,184100,7,1827.0,3.5
RL,NWAmes,Norm,6,CompShg,176.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,944.0,Y,WD ,170000,36,2845.0,2.5
RL,Crawfor,Norm,6,CompShg,242.0,3,3,Gd,Y,SBrkr,TA,6,Typ,BuiltIn,Fin,501.0,Y,WD ,208000,23,2554.0,3.5
RM,CollgCr,Norm,6,CompShg,170.0,4,4,Ex,Y,SBrkr,Gd,4,Typ,Attchd,Fin,420.0,Y,WD ,140000,6,1696.0,2.0
RM,Crawfor,Norm,8,CompShg,174.0,5,5,Ex,Y,SBrkr,Ex,5,Typ,Attchd,Fin,482.0,Y,New,230000,2,3244.0,3.5
RL,StoneBr,Norm,8,CompShg,0.0,4,4,Gd,Y,SBrkr,Gd,5,Typ,Attchd,RFn,462.0,Y,WD ,188500,19,2674.0,3.0
RL,Crawfor,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,7,Typ,Attchd,Unf,410.0,Y,WD ,194000,66,2618.0,1.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,5,Typ,Attchd,RFn,384.0,Y,WD ,133000,52,2208.0,2.0
RL,CollgCr,Norm,5,CompShg,76.0,3,4,TA,Y,SBrkr,TA,5,Typ,Attchd,Unf,343.0,Y,WD ,140000,31,1814.0,1.0
RL,CollgCr,Norm,7,CompShg,120.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,532.0,Y,WD ,207500,8,2434.0,2.5
RL,NWAmes,Norm,6,CompShg,256.0,3,3,Gd,Y,SBrkr,Gd,8,Typ,Attchd,RFn,515.0,Y,WD ,256900,42,3572.0,2.5
RL,OldTown,Norm,5,CompShg,0.0,3,3,Gd,Y,FuseA,TA,5,Typ,Detchd,Unf,240.0,Y,WD ,109000,67,1769.0,1.0
RL,SawyerW,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,8,Typ,Attchd,Unf,400.0,Y,WD ,113722,30,1513.0,2.0
RL,CollgCr,Norm,8,CompShg,76.0,4,5,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,844.0,Y,WD ,237000,4,2996.0,2.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,Gd,6,Typ,2Types,RFn,692.0,Y,WD ,142100,44,2106.0,2.0
RL,NAmes,Norm,6,CompShg,28.0,3,3,Gd,Y,SBrkr,TA,5,Typ,Attchd,RFn,452.0,Y,WD ,149900,52,2471.0,3.0
RL,NridgHt,Norm,9,CompShg,450.0,5,5,Ex,Y,SBrkr,Ex,7,Typ,Attchd,RFn,896.0,Y,WD ,404000,1,4040.0,3.0
RL,NAmes,Norm,7,CompShg,0.0,3,3,TA,Y,SBrkr,TA,9,Typ,Attchd,RFn,441.0,Y,WD ,277500,44,3886.0,4.0
RL,SawyerW,Norm,6,CompShg,336.0,4,4,TA,Y,SBrkr,Gd,7,Typ,Attchd,Fin,476.0,Y,WD ,178000,25,2473.0,2.5
RL,NridgHt,Norm,8,CompShg,176.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,550.0,Y,WD ,254000,3,2648.0,3.0
RM,OldTown,Norm,2,CompShg,0.0,3,2,TA,N,SBrkr,TA,5,Typ,Detchd,Unf,780.0,N,WD ,12789,87,1510.0,1.0
RL,Gilbert,Norm,7,CompShg,38.0,3,4,Gd,Y,SBrkr,TA,6,Typ,Attchd,Fin,402.0,Y,WD ,176000,12,2490.0,2.0
RL,NridgHt,Norm,9,CompShg,370.0,3,5,Ex,Y,SBrkr,Gd,9,Typ,Attchd,RFn,840.0,Y,New,342643,0,3845.0,3.5
RL,Sawyer,Norm,5,CompShg,75.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,288.0,Y,WD ,125500,40,1778.0,1.0
RL,Timber,Norm,6,CompShg,128.0,3,4,Ex,Y,SBrkr,TA,8,Typ,Attchd,Unf,438.0,Y,WD ,150000,19,2990.0,2.0
FV,Somerst,Norm,8,CompShg,0.0,5,4,Ex,Y,SBrkr,Ex,6,Typ,Attchd,Fin,594.0,Y,New,261329,0,3158.0,2.0
RL,SawyerW,Norm,7,CompShg,120.0,3,4,Ex,Y,SBrkr,Gd,6,Typ,None,None,0.0,Y,WD ,141000,4,2160.0,2.0
RL,NAmes,Norm,4,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,6,Min1,Attchd,Fin,280.0,Y,WD ,153000,54,2752.0,2.0
RL,Blmngtn,Norm,7,CompShg,72.0,4,5,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,648.0,Y,New,172500,1,2516.0,2.0
RL,BrkSide,Norm,6,CompShg,0.0,3,3,Ex,Y,FuseA,TA,7,Typ,Detchd,Unf,384.0,Y,WD ,153575,92,2094.0,1.0
C (all),IDOTRR,Norm,5,CompShg,0.0,4,3,Ex,Y,SBrkr,Gd,5,Typ,Detchd,Unf,216.0,N,WD ,124900,77,1838.0,1.0
RL,NridgHt,Norm,9,CompShg,315.0,5,5,Ex,Y,SBrkr,Ex,8,Typ,Attchd,Fin,732.0,Y,New,415298,1,4242.0,2.5
RM,OldTown,Norm,6,CompShg,0.0,2,3,Ex,Y,SBrkr,TA,6,Typ,Detchd,Unf,207.0,Y,ConLI,119000,89,2452.0,1.0
RL,Somerst,Norm,8,CompShg,410.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,825.0,Y,WD ,227000,1,3176.0,2.0
RL,NAmes,Norm,5,CompShg,54.0,4,3,Ex,Y,SBrkr,Gd,5,Typ,Attchd,RFn,312.0,Y,WD ,145500,49,2106.0,2.5
RM,OldTown,Norm,3,CompShg,0.0,3,2,TA,Y,SBrkr,TA,3,Typ,Detchd,Unf,200.0,N,WD ,61500,85,984.0,2.0
RL,NAmes,Norm,7,CompShg,434.0,3,3,Gd,Y,SBrkr,TA,8,Typ,Attchd,Fin,506.0,Y,WD ,192100,37,3702.0,2.0
RM,IDOTRR,Norm,6,CompShg,0.0,3,3,Ex,Y,FuseF,TA,7,Typ,Detchd,Unf,308.0,Y,WD ,116000,94,2101.0,2.5
RL,NAmes,Norm,6,CompShg,63.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Attchd,RFn,264.0,Y,WD ,145000,49,1726.0,1.5
RL,NridgHt,Norm,9,CompShg,724.0,4,5,Ex,Y,SBrkr,Ex,10,Typ,Attchd,Fin,886.0,Y,WD ,445000,6,4904.0,4.0
RL,CollgCr,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,Gd,5,Typ,Detchd,Unf,484.0,Y,WD ,150500,32,2080.0,2.0
RL,Gilbert,Norm,6,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,7,Typ,Attchd,Fin,440.0,Y,WD ,175900,17,2418.0,2.5
RL,NWAmes,Norm,6,CompShg,196.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Attchd,RFn,528.0,Y,WD ,167900,35,2232.0,3.0
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,BuiltIn,Fin,660.0,Y,New,219210,0,2742.0,2.5
RL,SawyerW,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,RFn,462.0,Y,WD ,189000,18,2900.0,2.5
RL,NAmes,Norm,5,CompShg,143.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,RFn,292.0,Y,WD ,136500,51,2352.0,2.0
RL,Sawyer,Norm,5,CompShg,47.0,3,3,Ex,Y,SBrkr,Gd,5,Typ,Detchd,Unf,416.0,Y,WD ,137900,44,1756.0,2.0
RM,OldTown,Norm,5,CompShg,0.0,3,3,TA,N,SBrkr,TA,4,Maj2,Detchd,Unf,280.0,Y,WD ,85000,99,2044.0,2.0
RL,NAmes,Norm,5,CompShg,44.0,3,3,TA,N,FuseA,TA,7,Mod,Detchd,Unf,528.0,Y,WD ,137900,55,4272.0,2.0
RL,Gilbert,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,7,Typ,Attchd,Fin,472.0,Y,WD ,195500,10,2530.0,2.5
RL,SWISU,Norm,6,CompShg,0.0,3,4,TA,N,FuseF,Fa,6,Typ,Detchd,Unf,216.0,Y,WD ,128000,95,2453.0,2.5
RL,Sawyer,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,5,Typ,Detchd,Unf,420.0,Y,WD ,135000,47,1728.0,2.0
RL,CollgCr,Norm,5,CompShg,176.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,576.0,Y,WD ,143195,33,2152.0,1.5
RM,BrkSide,Feedr,5,CompShg,0.0,3,3,TA,Y,FuseA,TA,4,Typ,Detchd,Unf,308.0,P,WD ,79500,78,1677.0,1.0
RL,SawyerW,Norm,7,CompShg,95.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,RFn,478.0,Y,WD ,192500,5,2498.0,2.5
RM,OldTown,Norm,5,CompShg,0.0,3,3,TA,Y,FuseA,TA,6,Typ,Detchd,Unf,308.0,Y,WD ,129500,59,2096.0,1.5
RL,Gilbert,Norm,6,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,7,Typ,BuiltIn,Fin,373.0,Y,WD ,168000,12,2378.0,2.5
RM,BrkSide,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,7,Typ,Detchd,Unf,240.0,Y,WD ,105000,69,2081.0,2.0
RL,NAmes,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,576.0,Y,WD ,143250,36,1962.0,2.5
RL,CollgCr,Norm,5,CompShg,0.0,3,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Unf,352.0,Y,WD ,144000,13,2198.0,1.5
RL,SawyerW,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,RFn,463.0,Y,WD ,205000,16,3058.0,3.5
RL,Mitchel,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,Attchd,Unf,528.0,Y,WD ,143000,33,1996.0,2.0
FV,Somerst,Norm,9,CompShg,0.0,4,5,Ex,Y,SBrkr,Ex,5,Typ,Attchd,Fin,588.0,Y,WD ,290000,7,2838.0,2.5
RL,NridgHt,Norm,9,CompShg,760.0,5,5,Ex,Y,SBrkr,Ex,11,Typ,Attchd,Fin,820.0,Y,New,611657,1,4694.0,3.5
RL,CollgCr,Norm,5,CompShg,0.0,3,4,Gd,Y,SBrkr,Gd,6,Typ,Detchd,Unf,576.0,Y,WD ,152000,13,2080.0,2.0
RL,StoneBr,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,RFn,506.0,Y,WD ,191500,18,2560.0,2.0
RL,NridgHt,Norm,8,CompShg,344.0,4,5,Ex,Y,SBrkr,Gd,9,Typ,BuiltIn,RFn,852.0,Y,WD ,317000,3,3616.0,2.5
RL,Sawyer,Norm,7,CompShg,0.0,3,3,Ex,Y,FuseA,Gd,6,Typ,Attchd,Unf,224.0,Y,WD ,165250,67,1982.0,1.5
RL,Edwards,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,264.0,Y,COD,123000,42,2184.0,1.0
RL,Sawyer,Norm,6,CompShg,0.0,3,3,TA,Y,FuseA,TA,4,Typ,Attchd,Unf,621.0,Y,WD ,185000,52,2176.0,2.0
RL,NAmes,Norm,7,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,6,Typ,Detchd,Unf,528.0,Y,WD ,120000,44,2090.0,2.0
RL,NWAmes,Norm,6,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,6,Typ,Attchd,RFn,484.0,Y,WD ,158500,41,2186.0,3.0
RL,SawyerW,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,520.0,Y,WD ,173000,4,2438.0,2.5
RL,NAmes,Norm,4,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,CarPort,Unf,462.0,Y,WD ,101800,45,1224.0,2.0
RL,SWISU,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Detchd,RFn,576.0,Y,WD ,155000,73,1695.0,2.0
RL,OldTown,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,Ex,6,Typ,Detchd,Unf,264.0,N,WD ,125000,84,2132.0,1.0
RM,OldTown,Norm,4,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,5,Typ,Attchd,Unf,331.0,Y,WD ,104500,51,968.0,1.0
RL,NridgHt,Norm,9,CompShg,216.0,4,5,Ex,Y,SBrkr,Ex,10,Typ,Attchd,Fin,738.0,Y,WD ,350000,5,3686.0,3.5
RL,NAmes,Norm,3,CompShg,0.0,3,3,Gd,N,FuseF,TA,6,Typ,Detchd,Unf,400.0,Y,WD ,93500,56,1040.0,2.0
RL,CollgCr,Norm,7,CompShg,158.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,588.0,Y,WD ,193000,9,2663.0,3.5
RL,Crawfor,Norm,6,CompShg,0.0,3,5,Fa,Y,SBrkr,TA,11,Min1,Detchd,Fin,672.0,Y,WD ,191000,86,3143.0,2.0
RM,OldTown,Norm,6,CompShg,0.0,3,3,Ex,Y,FuseA,Gd,5,Typ,Detchd,Unf,270.0,N,WD ,110000,76,1626.0,1.0
RL,CollgCr,Norm,8,CompShg,108.0,4,4,Ex,Y,SBrkr,Ex,7,Typ,BuiltIn,RFn,531.0,Y,WD ,261500,8,3171.0,3.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,5,Typ,Attchd,Unf,338.0,Y,WD ,128900,53,2100.0,1.0
RL,NoRidge,Norm,9,CompShg,738.0,4,5,Ex,Y,SBrkr,Ex,11,Typ,Attchd,RFn,959.0,Y,WD ,584500,13,5233.0,4.5
RL,Edwards,Norm,4,CompShg,132.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Attchd,Unf,248.0,Y,WD ,111000,53,1812.0,1.0
RL,BrkSide,Norm,5,CompShg,0.0,3,2,TA,Y,SBrkr,TA,7,Typ,Detchd,Unf,576.0,Y,ConLw,90000,81,2066.0,1.0
RL,NAmes,Norm,6,Tar&Grv,113.0,3,4,TA,Y,SBrkr,TA,7,Sev,CarPort,Unf,596.0,Y,WD ,129000,42,3401.0,2.5
RL,Crawfor,Norm,6,CompShg,72.0,4,3,Ex,Y,SBrkr,Gd,7,Typ,Detchd,Unf,924.0,Y,WD ,224000,54,2936.0,2.0
FV,Somerst,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Detchd,RFn,480.0,Y,WD ,165000,3,1800.0,3.5
RM,OldTown,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Detchd,Unf,180.0,Y,WD ,122000,90,1986.0,1.5
RL,Timber,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Ex,6,Typ,Attchd,RFn,502.0,Y,New,267300,1,3110.0,2.0
RL,NridgHt,Norm,9,CompShg,860.0,5,5,Ex,Y,SBrkr,Ex,11,Typ,BuiltIn,Fin,820.0,Y,New,485000,1,5066.0,3.5
RM,OldTown,Feedr,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,8,Typ,Detchd,Unf,576.0,Y,WD ,220000,44,4081.0,2.0
RL,CollgCr,Norm,6,CompShg,128.0,3,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,600.0,Y,WD ,215700,11,2635.0,3.5
RL,NridgHt,Norm,8,CompShg,42.0,4,5,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,862.0,Y,WD ,280000,5,3672.0,3.0
RL,NridgHt,Norm,8,CompShg,504.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,732.0,Y,WD ,284000,5,3178.0,3.0
RM,MeadowV,Norm,4,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,3,Typ,None,None,0.0,Y,WD ,84500,37,1260.0,2.0
RL,NAmes,Norm,6,CompShg,218.0,3,3,TA,Y,SBrkr,TA,7,Min1,Attchd,RFn,440.0,Y,WD ,192000,47,2790.0,2.0
RM,OldTown,Norm,7,CompShg,0.0,3,3,TA,N,SBrkr,Gd,5,Typ,Detchd,Unf,200.0,N,WD ,105000,76,1506.0,1.0
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Fin,484.0,Y,WD ,216837,2,3696.0,2.0
RL,NAmes,Norm,5,CompShg,203.0,2,3,TA,Y,SBrkr,Gd,6,Typ,Attchd,RFn,450.0,Y,WD ,141500,48,2792.0,2.0
RL,Sawyer,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,5,Typ,Attchd,RFn,450.0,Y,WD ,130000,41,1788.0,2.0
RL,CollgCr,Norm,5,CompShg,136.0,3,4,TA,Y,SBrkr,TA,5,Typ,None,None,0.0,Y,WD ,124000,31,2080.0,2.0
RM,IDOTRR,Norm,5,CompShg,0.0,3,4,Ex,Y,SBrkr,Gd,6,Typ,None,None,0.0,Y,WD ,150909,84,2687.0,2.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,Ex,Y,FuseA,TA,4,Typ,Attchd,RFn,280.0,Y,WD ,139500,54,2016.0,2.0
RL,Edwards,Norm,4,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,528.0,N,COD,79275,52,1728.0,2.0
RL,Timber,Norm,8,CompShg,32.0,4,4,Ex,Y,SBrkr,Ex,6,Typ,Attchd,RFn,472.0,Y,WD ,265900,1,2960.0,2.0
RL,SWISU,Norm,6,CompShg,0.0,3,4,TA,N,SBrkr,TA,4,Typ,Detchd,Unf,160.0,Y,WD ,91000,78,1558.0,1.0
RL,Gilbert,Norm,5,CompShg,157.0,3,4,Ex,Y,SBrkr,TA,6,Typ,Attchd,Unf,567.0,P,WD ,185000,32,3056.0,3.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Ex,Y,FuseA,TA,6,Typ,Attchd,RFn,300.0,Y,WD ,141000,47,2300.0,2.0
RL,NridgHt,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Detchd,Unf,728.0,Y,New,260116,0,3734.0,2.5
RL,Edwards,Norm,4,CompShg,0.0,3,3,TA,Y,SBrkr,TA,4,Typ,Attchd,Unf,234.0,N,WD ,113000,68,1344.0,2.0
RL,SawyerW,Norm,8,CompShg,302.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,811.0,Y,WD ,225000,13,2912.0,3.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,Fa,4,Typ,Detchd,Unf,240.0,Y,WD ,113000,64,1586.0,2.0
RL,Edwards,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,352.0,Y,WD ,125200,35,2104.0,2.0
RL,NridgHt,Norm,8,CompShg,120.0,5,5,Ex,Y,SBrkr,Ex,8,Typ,BuiltIn,Fin,786.0,Y,New,319500,0,3018.0,3.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,FuseA,TA,6,Typ,Attchd,Unf,288.0,Y,WD ,140000,63,2471.0,2.5
RL,Timber,Norm,6,Tar&Grv,0.0,3,4,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,518.0,Y,WD ,250764,48,3282.0,2.0
RL,NridgHt,Norm,8,CompShg,108.0,5,4,Ex,Y,SBrkr,Gd,10,Typ,BuiltIn,Fin,656.0,Y,WD ,250000,1,3036.0,2.5
RL,Gilbert,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,400.0,Y,WD ,176000,2,2304.0,2.5
RL,NAmes,Norm,6,CompShg,289.0,3,3,Gd,Y,SBrkr,TA,8,Typ,Attchd,Unf,464.0,Y,WD ,174850,50,3052.0,1.0
RL,NPkVill,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,TA,7,Typ,Detchd,Unf,440.0,Y,WD ,147000,31,2352.0,3.0
RL,SawyerW,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,Attchd,Unf,264.0,Y,WD ,99500,31,1836.0,2.0
RL,NridgHt,Norm,9,CompShg,0.0,4,5,Ex,Y,SBrkr,Ex,8,Typ,Attchd,RFn,864.0,Y,New,398800,0,4055.0,3.5
RL,Gilbert,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,7,Typ,Attchd,RFn,460.0,Y,WD ,175000,8,2600.0,2.5
